       ,review_id              ,user_id                ,business_id            ,stars ,useful ,funny ,cool ,text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,date
456732 ,MGfToHGQxa2QeEErY4vPhg ,wLRNQ5_xM9E_Am5lh9jASQ ,0t14RIHl4wODz7LRiRRQ0Q ,  5.0 ,     0 ,    0 ,   0 ,I'm going to give 5 stars. Drew and Tempest were excellent bartenders/servers and to top it off the food was great too. Will come back.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,2020-12-05 21:46:52
376704 ,wKnuwuSvrjwFE9FGdvWQug ,dA5PXKBem4SgyuPhfwnSag ,b7V_5q22_eTeHlYzq1bpFw ,  4.0 ,     1 ,    0 ,   0 ,"Visit New Orleans, try the local seafood. The restaurant is close to the airport. Oysters are really fresh and in good price. Half dozen oysters are just $5! Staffs are nice and friendly."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,2020-01-30 18:12:19
 22514 ,2OPDvszFzrq9A9Tlmae8vA ,ibjbv4v1QfVQPf6HHgEnIw ,GBTPC53ZrG1ZBY3DT8Mbcw ,  5.0 ,     0 ,    0 ,   0 ,"It pays to have friends who are chefs. Even better is marrying a chef who has chef friends, which I managed to do in March. Lucky us, one thoughtful chef friend gave us a gift card as a wedding gift to any of John Besh's restaurants, 3 of which are in New Orleans, where we honeymooned.
                                                                                                            
                                                                                                            We chose to go to Lüke, because it seemed the most ""us"". The restaurant is lovely inside, and feels intimate because there are several rooms, even though the space is quite large when you combine all the spaces. We were led back to the room near the kitchen, which might annoy some people, but for us, being able to look through a large plate glass window at the goings-on was added entertainment.
                                                                                                            
                                                                                                            I'll give you the rundown of what we ordered.
                                                                                                            
                                                                                                            Charcuterie plate
                                                                                                            A symphony of pork, rabbit and other delicious things. Paté, head cheese, fois gras terrine, house-pickled watermelon rind and other pickles, stone ground mustard and plenty of toasts.
                                                                                                            
                                                                                                            Crabmeat salad
                                                                                                            Mostly crab, served on greens, very lightly dressed. Sweetest crab I've ever eaten. Seriously.
                                                                                                            
                                                                                                            Fried Oyster and bacon salad with buttermilk dressing
                                                                                                            Yes, there's lettuce, but the giant chunks of bacon and the most succulent fried oysters I've ever eaten sit atop this lettuce, and they don't skimp.
                                                                                                            
                                                                                                            Mussels and frietes
                                                                                                            I think this was like, 2 pounds of mussels in the best broth I've ever had. The fries were good but I enjoyed dunking the crusty bread that came with the salad and the waitress happily brought more. I think the kitchen staff was sort of amazed watching me eat ALL of this, and I am still not quite sure how I did it either. But I really like mussels.
                                                                                                            
                                                                                                            The Lüke Burger
                                                                                                            This thing was huge, the bacon on it was amazing, and husband enjoyed finishing it back at the townhouse as a latenight snack.
                                                                                                            
                                                                                                            The service here was amazing. Our waitress was so friendly, patient and answered all our questions thoroughly. We could see the amazing efficiency and care in the kitchen, and the sommelier visited with tables and made suggestions clearly loves his job. It was a very lovely meal, and even without the gift card, would have been worth every penny -- though honestly I think this is a very affordable and accessible dining experience even for those who don't think they like fine dining. I think it's no accident Lüke is located in the financial district. I am sure they get lots of business people in there for lunch and dinner.
                                                                                                            
                                                                                                            This will definitely remain one of the most memorable meals of our honeymoon in New Orleans, and I hope to go back someday!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,2011-06-01 14:45:14
487068 ,MuDU11wxTI84eLGDBQMSIA ,hCBAsGLXwmQlccHQD8a1PQ ,Z2GI96RBrp8FJhU3elTv_A ,  5.0 ,     3 ,    0 ,   0 ,"I decided to give this place a try because it's very close to my house. Tom is awesome. I brought my car in to have a look over due to my mileage a creeping over 125,000 and a slow oil leak. I left my car and within a few hours Tom called to discuss a list of items to review. He broke it down into options for me listing what he would do today if it was his car, what I had time to do but should start thinking about doing in the next 6-12 months with pricing. Tom knew what I wanted before I could even ask for it.
                                                                                                            
                                                                                                            Because of my great experience I took my car back for the second time because I had a light pop on. Tom told me to come after work. This was a Friday night and he stayed late to work with me. He did some research on the light and even called my dealership to press the issue of why they weren't covering a replacement for possible faulty sensor light they fixed due to a recall a few months earlier.  Tom treats you like a good friend the moment you walk in his door."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2016-02-27 00:59:43
341527 ,oOP8OAl217YeAQ6U49x3Ww ,TdrlUOK1UdjDomWhrTKJ3A ,6QiXS9ZsJKAyz96Xo-QZLA ,  5.0 ,     2 ,    1 ,   0 ,"Just bought a great little house in the Northern LIberties.. only problem was we realized we couldn't fit our queen boxspring up the steps. Vic not only had a brand new split queen box spring, but for an extra few bucks he brought it to us himself. He was on time and friendly, I'd recommend him for any bed-related needs!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2013-04-22 19:13:51
339188 ,YBb5uICiNnIv86oHTECJcg ,GA82x025OA9j339NFxK5gw ,AlxnbBd2JNkozNvI0OvRLQ ,  5.0 ,     0 ,    0 ,   0 ,"The food is amazing. It is worth the wait. Eat here!!!! Lisa is the true hero! She is a kind soul. The wait time is confusing, so stick around. You won't regret it. Also they have city wide."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,2019-11-17 02:54:50
 72303 ,n2lKS404c6cLH7MFvEH86w ,VZMXCII0EMf85FhVRpgY_g ,0ko_UEUPBmb8MEjSfN9_2Q ,  1.0 ,     3 ,    0 ,   0 ,"Oh and by the way, the new plumber I hired has already completed the job, it was done thursday actually which is 2 days after i called him and it was a 2 day job, that did not in fact involve ripping up my floor!  Everything is running wonderfully now that I have a competent and professional plumber."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,2009-08-15 13:15:03
227643 ,NaUtawgSRh4b1izVGveT_g ,Ezc8qlflrgmPS0_EWIV0vw ,ltBBYdNzkeKdCNPDAsxwAA ,  4.0 ,     0 ,    0 ,   0 ,"Visited for dinner on a very busy Thursday evening and didn't have to wait for a table. The place was uncomfortably warm and very loud.
                                                                                                            
                                                                                                            We started off with a small dinner salad which had cranberries, fresh mozzarella, different leaves of lettuce, pinenuts, and a very tasty vinaigrette. The portion was good but the price  of the salad, $9 ,was a bit pricey.
                                                                                                            
                                                                                                            I had the tavern burger with cheddar cheese and grilled onions.  The burger came with fries. I must admit it was one of the tastiest burgers I've ever had. It was cooked fresh and it was very juicy.  The french fries were cooked crispy and they were seasoned perfectly. A very tasty meal indeed.
                                                                                                            My wife ordered the turkey BLT which came with sweet potato chips. She was very pleased with her meal and the sweet potato chips were really tasty.
                                                                                                            
                                                                                                            Service was friendly and good."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,2015-05-08 01:34:26
219480 ,KbbRVQluzjqvErb00OVFcQ ,kd42gKNHR8c4NLKNBQByfw ,7BiIK58dZNSICPN4n4qWmw ,  5.0 ,     1 ,    0 ,   0 ,"Best sushi in town! The sushi masters are super friendly and talk to you at the sushi bar. The Nashville roll, Sunny roll, and spicy tuna roll still have me thinking about them the morning after. The outside may not be inviting but inside it's nice. Don't miss this place if you love sushi."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2012-08-25 12:22:32
215513 ,YQmSgWgJkLg1UiehjH0qAQ ,dNiOmBbLIe9YKP1hR8JyTQ ,Dv6RfXLYe1atjgz3Xf4GGw ,  5.0 ,     0 ,    0 ,   0 ,"Just tried this place last night after a dance class, it was good and the workers were so kind! Thank you to Gianna for being patient and super friendly with all of our question about the menu. She was sweet and friendly. I wish they had a location in South Jersey but I would definitely go back when I'm in Philly again. Give the arugula taco salad a try and the kale lemonade! I'm not vegan or vegetarian yet, but choices like this menu persuade me to transition haha
                                                                                                            
                                                                                                            Oh, I forgot to mention, the salad comes with tortilla strips. I like greenery, but some may wish to ask for extra strips as they are not whole chips but rather strips. It was still enough IMO and made it crispy!!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,2018-01-19 15:17:01
476169 ,j7_Slfs7q33ixZyV9EwbrA ,o-D5QNL4FkURKKaZLJdSEw ,H3JjbID9Zhukpqr9uupHAA ,  1.0 ,     4 ,    0 ,   0 ,"This once cool place is now an awful hole, the food is limited and doesn't match their menu...and they are so rude about it you need to take a Xanax to clam down enough to deal with the manager. This place deserves to go out of business and don't worry about the employees, they didn't really want a job in the first place...and it shows!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2016-07-28 20:38:10
104547 ,U9y1IdQ-RQ6DsZV-ZcmyiA ,t9rCx0ni7oabGhx2Bw-kZw ,ttsYdt2wWY5fgAv_aotG-w ,  5.0 ,     0 ,    0 ,   0 ,"Jenny has helped a scared new fur mommy be right at ease. I was heading out of town on a holiday weekend on a race and had only rescued my Malshi just recently. I was nervous and full of trepidation. She asked all the right questions, provided paperwork for me to read and sign about his care and her business, and even had me bring him buy to meet her.
                                                                                                            She was willing to adapt to my schedule and was very reasonable with pricing. She sent me photos by day, assured me he was doing well, and even bathed him since he was running and playing and had gotten dirty. I was extremely impressed by her care of him and her ability to help us both feel at ease. She welcomed him into her dog family and helped him have a great stay twice  now. I enjoy the personal service and the lack of a whole mess of dogs where he would get lost. She is incredibly patient with my boy who is very protective of me, and was very understanding. I am so thankful to have found her!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2014-09-28 23:31:59
159736 ,Afvu0Qz2e0xpVh6eUd2F8w ,mv7gYdbV08u2oC1vM4UTPA ,SVSafDWg9r2Q5XEVOLPSSA ,  4.0 ,     0 ,    0 ,   0 ,"i went a few years back and i ordered the wonton noodle soup and the shrimp w/ scrambled egg over rice, the food was really good but the service was slow, they had a packed house but they were nice......i would recommend and go back to this place again if iam ever up in Reno"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2016-09-26 05:30:29
156753 ,zWWsBiCiYXyKp_NzdsDvcQ ,2Po0iOtcLe2KwcqfduMv7w ,lRbHFOIFuusN2WOR_ypQ_A ,  5.0 ,     0 ,    0 ,   0 ,"Brunch here was unforgettable. And I say unforgettable because I went here approximately 10 months ago, and I just got around to writing my review, and I still remember exactly what I got.
                                                                                                            
                                                                                                            I got The Stack, but with turkey bacon instead of regular bacon. I prefer bacon of the turkey persuasion wherever applicable. And it was great. Nay, it was PERFECT.
                                                                                                            
                                                                                                            I went with two other people, and it is a pretty tiny place, so seating was a little tricky on a Saturday at 11 a.m. for three people. We had to wait a while for a table, and our stomachs were eating themselves about 15 minutes into our wait, but it was worth it.
                                                                                                            
                                                                                                            Service was a little slow, but it was pretty busy. My only real complaint is that I didn't have more room in my stomach to order more. Yes, that's my ONLY REAL COMPLAINT.
                                                                                                            
                                                                                                            That's really all I have for now. Please go here."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2015-10-14 20:44:21
 45871 ,SvNuc4bLka91aUHWxZ48ew ,WRkH07_ekF66cof68vd42w ,SZU9c8V2GuREDN5KgyHFJw ,  5.0 ,     0 ,    0 ,   0 ,Best lobster roll in town! Get there early or order at the window outside.  Yummy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,2017-12-19 00:16:55
 77774 ,8tW2oKNP0bUyk2Ql7_YGXQ ,iAuOeK40z-YsZvSfgtu8NQ ,8p9TNDj2r-rf1pPmBSc5wQ ,  1.0 ,     0 ,    0 ,   0 ,"Go back do the dragons den!! This boston pizza should be revamped. Overcooked food, dirty and discussing."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2014-03-04 03:17:08
389694 ,p_6WqTzTV3CPq9RNAvllTg ,gMl74EY4JK734N5Rgn2FYQ ,wzE61ThXOdrSegvwSOzf5w ,  4.0 ,     0 ,    0 ,   0 ,"Carried-out breakfast on a rainy morning. Boughnuts were simply amazing, as was the cinnamon roll! Egg biscuit was good - however, I prefer smaller/less dense biscuits. Would try another breakfast item next time - or simply order more Boughnuts!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,2020-10-01 13:05:50
403042 ,zVdP_3-csn7YD6oJye_lXA ,LVmnrFnjghxZQTwFsaOmFA ,cOusUxMKRtYcsMS7pcCIKg ,  2.0 ,     1 ,    1 ,   0 ,"Con: it took 4 days for them to finish the work on my jeep. When I tried to pick it up it got the run around about them not being able to find my keys. Finally went down there because no one would call me back. The keys were easily found.
                                                                                                            
                                                                                                            Con: I took it in for 2 issues.  Only one was repaired so I had to leave it again for a couple days. No big deal, but for my troubles I requested a detailing and cleaning and this was arranged.
                                                                                                            
                                                                                                            Con: I was dealing with Daniel in the service dept. and he texted me to let me know that my jeep was ""ready to go you can pick it up today or tmrw all nice and cleaned up!"" however upon arrival I found that my jeep had not been detailed or even washed. And Daniel explained that what his text should have said was ""your jeep is ready, you can take it today. Or tmrw when it's all nice and cleaned up"". I explained the grammatical differences between the two sentences and that punctuation actually changes the meaning of them.
                                                                                                            
                                                                                                            I was then told that I could leave it there again for them to clean it.
                                                                                                            
                                                                                                            I declined and will have it detailed at the next oil change.
                                                                                                            
                                                                                                            Con: It does not seem like there is a lot of communication here and it's pretty frustrating to have to make several trips across town only to find that the work that was supposed to be done wasn't.... Twice.
                                                                                                            
                                                                                                            Pro: Initially Missed my appointment and was able to reschedule the next day and still able to get the loaner I was promised.
                                                                                                            
                                                                                                            Pro: issues were resolved."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2014-04-29 22:16:16
420988 ,8ZA4hlVAz5ynTvkv1i8Quw ,23Q0Mw3XtJe7nDkGynOj8Q ,pjb3xGA9ccjl49B5ERH46w ,  4.0 ,     2 ,    1 ,   1 ,"Reasonably priced Tex/Mex food. The beer came in a frosty mug which was a nice touch and super refreshing! We both liked our meals and the portions were very large. The chips were warm and we were told when seated that they were in the process of making more. The chips and salsa was particularly good and fresh. The flavors really stood out in the carne asada. Big robust flavor as my husband put it, lol. We enjoyed our meal and would frequent Carmelita's again in the future!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,2015-06-22 22:06:50
432566 ,3EnNtcwRily-g2A-xvD-QA ,rN0zkkzCyO9SXVSzl53eeQ ,pSmOH4a3HNNpYM82J5ycLA ,  4.0 ,     0 ,    0 ,   0 ,"We stopped in after a 12 hour night shift around 7:30am....there was a zero wait time.  When we left around 8:30am,  there was a line out the door and around the street.  My advice is to get there early! I had the Santa Fe Pancakes which were very unique,  and surprisingly good if you're up for something different.  The rest of the food was just like any other breakfast place.  Can't rave about it, but also can't complain.  Service was on point.  Atmosphere was a little loud,  but that doesn't bother me.  Large menu with lots of options, prices fair. Overall,  nice place."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2020-03-02 20:00:14
 26598 ,joQ9EOGlQf3xynZo4Bo62A ,tOuPmM7tadYNt3ky54CWtQ ,hYonVJe6xzVBHHT2FLo4zg ,  5.0 ,     2 ,    0 ,   2 ,Great food great pIzza. Ask for Jaimee She's the best.  This place is a must for pizza lovers                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,2014-10-13 19:09:21
